,NO_IES,SG_IES,NO_MANTENEDORA,TP_CAT_ADM_NAME,TP_ORG_ACAD_NAME,NU_ANO_CENSO,QT_CARGA_HORARIA_TOTAL,QT_VAGA_TOTAL,QT_INSCRITO_TOTAL,TOTAL_ALUNOS,ALUNOS_TRANSF,CO_LOCAL_OFERTA,UF,MUNICIPIO,IN_CAPITAL,NO_CURSO,IN_GRATUITO,DT_INICIO_FUNCIONAMENTO,DT_AUTORIZACAO_CURSO,IN_OFERECE_DISC_SEMI_PRES,NU_PERC_CARGA_SEMI_PRES,IN_INGRESSO_VESTIBULAR,IN_INGRESSO_ENEM,IN_INGRESSO_AVALIACAO_SERIADA,IN_INGRESSO_SELECAO_SIMPLIFICA,IN_INGRESSO_OUTRO_TIPO_SELECAO,IN_INGRESSO_VAGA_REMANESC,IN_INGRESSO_VAGA_PROG_ESPECIAL,IN_INGRESSO_TRANSF_EXOFFICIO,IN_INGRESSO_DECISAO_JUDICIAL,IN_INGRESSO_CONVENIO_PECG,IN_INGRESSO_EGRESSO,IN_INGRESSO_OUTRA_FORMA,IN_RESERVA_VAGAS,IN_RESERVA_ETNICO,IN_RESERVA_DEFICIENCIA,IN_RESERVA_ENSINO_PUBLICO,IN_RESERVA_RENDA_FAMILIAR,IN_RESERVA_OUTRA,IN_FINANCIAMENTO_ESTUDANTIL,IN_FIN_REEMB_FIES,IN_FIN_REEMB_ESTADUAL,IN_FIN_REEMB_MUNICIPAL,IN_FIN_REEMB_PROG_IES,IN_FIN_REEMB_ENT_EXTERNA,IN_FIN_REEMB_OUTRA,IN_FIN_NAOREEMB_PROUNI_INTEGR,IN_FIN_NAOREEMB_PROUNI_PARCIAL,IN_FIN_NAOREEMB_ESTADUAL,IN_FIN_NAOREEMB_MUNICIPAL,IN_FIN_NAOREEMB_PROG_IES,IN_FIN_NAOREEMB_ENT_EXTERNA,IN_FIN_NAOREEMB_OUTRA,IN_ATIVIDADE_EXTRACURRICULAR,IN_COMPLEMENTAR_ESTAGIO,IN_COMPLEMENTAR_EXTENSAO,IN_COMPLEMENTAR_MONITORIA,IN_COMPLEMENTAR_PESQUISA,IN_BOLSA_ESTAGIO,IN_BOLSA_EXTENSAO,IN_BOLSA_MONITORIA,IN_BOLSA_PESQUISA,IN_MOBILIDADE_ACADEMICA,IN_MATRICULA,IN_CONCLUINTE,IN_INGRESSO_TOTAL,QT_INSC_VAGA_NOVA_INTEGRAL,QT_INSC_VAGA_REMAN_INTEGRAL,QT_INSC_PROG_ESP_INTEGRAL,QT_VAGAS_NOVAS_INTEGRAL,QT_VAGAS_REMAN_INTEGRAL,QT_VAGAS_PROG_ESP_INTEGRAL,QT_INGRESSO_TOTAL,QT_INGRESSO_VAGA_NOVA,QT_MATRICULA_TOTAL,QT_CONCLUINTE_TOTAL,CO_MANTENEDORA,CO_IES,CO_CURSO,CO_UF,CO_MUNICIPIO
212,FACULDADE DA SAÚDE E ECOLOGIA HUMANA,FASEH,CENTRO DE ENSINO SUPERIOR DE VESPASIANO LTDA,Privada com fins lucrativos,Faculdade,2018,8280,121,1502,569,0,137380.0,Minas Gerais,Vespasiano,0.0,MEDICINA,0,02/10/2003,,0.0,,451,41,0,0,0.0,77,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,252.0,192.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,0.0,0.0,0.0,17.0,0.0,134,0.0,39.0,115.0,0.0,0.0,0.0,47.0,0.0,0.0,569,65,113,1477.0,25.0,0.0,110.0,11.0,0.0,120,109,569,65,1090,1664,66361,31.0,3171204.0
213,UNIVERSIDADE DO PLANALTO CATARINENSE,UNIPLAC,FUNDACAO DAS ESCOLAS UNIDAS DO PLANALTO CATARINENSE,Privada sem fins lucrativos,Universidade,2018,9640,54,1174,295,0,658308.0,Santa Catarina,Lages,0.0,MEDICINA,0,09/02/2004,,0.0,,290,4,0,0,0.0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,54.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,18.0,0.0,0.0,43,0.0,2.0,36.0,7.0,0.0,2.0,0.0,7.0,0.0,295,35,54,1174.0,0.0,0.0,54.0,0.0,0.0,54,54,295,35,334,1189,69464,42.0,4209300.0
214,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,Universidade,2018,7515,86,1436,396,0,657724.0,Santa Catarina,Joaçaba,0.0,MEDICINA,0,16/02/2004,,1.0,20.0,333,40,0,0,0.0,23,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,110.0,2.0,0.0,0.0,31.0,2.0,0.0,43.0,0.0,9.0,0.0,23.0,3.0,0.0,396,0.0,396.0,19.0,10.0,0.0,0.0,0.0,4.0,2.0,396,51,80,1376.0,60.0,0.0,66.0,20.0,0.0,80,64,396,51,66,82,69624,42.0,4209003.0
215,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,UNIVERSIDADE ESTADUAL DO MARANHAO,Pública Estadual,Universidade,2018,7860,35,29762,180,0,2830.0,Maranhão,Caxias,0.0,MEDICINA,1,29/10/2003,,0.0,,173,0,0,0,0.0,3,0,1,3,0,0,0.0,11,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,180,22,29,29762.0,0.0,0.0,32.0,0.0,3.0,29,29,180,22,390,568,71689,21.0,2103000.0
216,INSTITUTO METROPOLITANO DE ENSINO SUPERIOR,IMES,UNIAO EDUCACIONAL DO VALE DO ACO LTDA,Privada com fins lucrativos,Faculdade,2018,7650,193,856,707,0,658670.0,Minas Gerais,Ipatinga,0.0,MEDICINA,0,08/03/1999,,0.0,,371,265,0,0,0.0,111,0,0,1,0,0,0.0,52,2.0,0.0,42.0,52.0,5.0,130.0,52.0,0.0,0.0,0.0,0.0,0.0,44.0,8.0,0.0,0.0,30.0,0.0,0.0,218,65.0,168.0,48.0,0.0,0.0,3.0,15.0,0.0,0.0,707,85,166,816.0,40.0,0.0,153.0,40.0,0.0,175,135,707,85,1095,1669,71859,31.0,3131307.0
217,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE - UERN,Pública Estadual,Universidade,2018,9690,123,123,321,4,670.0,Rio Grande do Norte,Mossoró,0.0,MEDICINA,1,18/10/2004,,0.0,,291,8,0,0,0.0,17,0,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,12.0,1.0,17.0,0.0,0.0,1.0,9.0,0.0,321,9,45,60.0,0.0,0.0,60.0,0.0,0.0,64,60,321,9,55,71,72417,24.0,2408003.0
218,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - UFERSA,Pública Federal,Universidade,2018,9216,40,4083,105,0,102292.0,Rio Grande do Norte,Mossoró,0.0,MEDICINA,1,03/12/2015,,0.0,,0,105,0,0,0.0,0,0,0,0,0,0,0.0,54,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,0,38,4083.0,0.0,0.0,40.0,0.0,0.0,41,40,105,0,15945,589,1342537,24.0,2408003.0
219,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,UNIAO DE EDUCACAO E CULTURA GILDASIO AMADO,Privada sem fins lucrativos,Centro Universitário,2018,7200,225,1157,723,0,1866.0,Espírito Santo,Colatina,0.0,MEDICINA,0,14/02/2005,,0.0,,637,73,0,27,0.0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,175.0,98.0,0.0,0.0,0.0,0.0,0.0,31.0,42.0,3.0,0.0,27.0,0.0,0.0,721,0.0,721.0,41.0,16.0,0.0,0.0,32.0,0.0,0.0,723,117,169,1070.0,87.0,0.0,205.0,20.0,0.0,205,205,723,117,206,1559,72663,32.0,3201506.0
220,FACULDADE PRESIDENTE ANTÔNIO CARLOS,FAPAC,ITPAC PORTO NACIONAL - INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS PORTO LTDA,Privada com fins lucrativos,Faculdade,2018,7200,274,1721,961,0,1054150.0,Tocantins,Porto Nacional,0.0,MEDICINA,0,14/06/2004,,0.0,,307,321,0,0,0.0,333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,88.0,28.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961,109,231,1598.0,123.0,0.0,156.0,118.0,0.0,245,156,961,109,3575,5544,72767,17.0,1718204.0
221,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,AUTARQUIA UNIVERSIDADE DO SUDOESTE,Pública Estadual,Universidade,2018,8625,31,6312,164,0,301.0,Bahia,Jequié,0.0,MEDICINA,1,23/12/2008,,0.0,,97,63,0,0,0.0,0,0,1,3,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,1.0,12.0,20.0,0.0,1.0,0.0,20.0,0.0,164,16,27,6312.0,0.0,0.0,31.0,0.0,0.0,29,29,164,16,457,688,1146605,29.0,2918001.0
222,UNIVERSIDADE NOVE DE JULHO,UNINOVE,ASSOCIACAO EDUCACIONAL NOVE DE JULHO,Privada sem fins lucrativos,Universidade,2018,8434,260,610,290,5,1081315.0,São Paulo,São Bernardo do Campo,0.0,MEDICINA,0,16/01/2018,,0.0,,278,2,0,1,0.0,10,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,49.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,290,0.0,275.0,39.0,24.0,0.0,275.0,0.0,24.0,0.0,290,0,207,450.0,160.0,0.0,214.0,46.0,0.0,220,210,290,0,222,316,1390317,35.0,3548708.0
223,UNIVERSIDADE NOVE DE JULHO,UNINOVE,ASSOCIACAO EDUCACIONAL NOVE DE JULHO,Privada sem fins lucrativos,Universidade,2018,8434,218,509,235,3,1081807.0,São Paulo,Osasco,0.0,MEDICINA,0,16/01/2018,,0.0,,227,0,0,1,0.0,8,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,235,0.0,232.0,18.0,3.0,0.0,232.0,0.0,3.0,0.0,235,0,177,381.0,128.0,0.0,181.0,37.0,0.0,189,181,235,0,222,316,1397771,35.0,3534401.0
224,UNIVERSIDADE NOVE DE JULHO,UNINOVE,ASSOCIACAO EDUCACIONAL NOVE DE JULHO,Privada sem fins lucrativos,Universidade,2018,8434,272,648,296,3,1081809.0,São Paulo,Guarulhos,0.0,MEDICINA,0,16/01/2018,,0.0,,283,1,0,0,0.0,12,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,44.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,296,0.0,288.0,40.0,24.0,0.0,288.0,0.0,24.0,0.0,296,0,209,456.0,192.0,0.0,217.0,55.0,0.0,229,217,296,0,222,316,1397772,35.0,3518800.0
225,UNIVERSIDADE NOVE DE JULHO,UNINOVE,ASSOCIACAO EDUCACIONAL NOVE DE JULHO,Privada sem fins lucrativos,Universidade,2018,8434,187,430,181,1,1081875.0,São Paulo,Mauá,0.0,MEDICINA,0,16/01/2018,,0.0,,175,0,0,0,0.0,6,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,181,0.0,162.0,15.0,31.0,0.0,162.0,0.0,31.0,0.0,181,0,146,334.0,96.0,0.0,159.0,28.0,0.0,150,144,181,0,222,316,1399479,35.0,3529401.0
226,INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS,IMEPAC,INSTITUTO DE ADMINISTRACAO & GESTAO EDUCACIONAL LTDA,Privada com fins lucrativos,Faculdade,2018,9080,143,2443,874,0,1069631.0,Minas Gerais,Araguari,0.0,MEDICINA,0,14/02/2005,,0.0,,710,93,0,570,0.0,150,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,221.0,128.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,23.0,0.0,23,0.0,0.0,23.0,0.0,0.0,0.0,9.0,0.0,0.0,874,106,135,2434.0,9.0,0.0,134.0,9.0,0.0,143,134,874,106,16258,19512,84352,31.0,3103504.0
227,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,Pública Federal,Universidade,2018,7320,91,2803,506,0,600268.0,Pernambuco,Petrolina,0.0,MEDICINA,1,18/10/2004,,0.0,,49,430,0,0,0.0,18,0,6,3,0,0,0.0,137,89.0,9.0,137.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,0.0,187.0,26.0,15.0,0.0,9.0,10.0,7.0,0.0,506,74,91,2569.0,234.0,0.0,80.0,11.0,0.0,98,80,506,74,14107,3984,85586,26.0,2611101.0
228,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,Pública Federal,Universidade,2018,7520,43,1938,170,0,1060670.0,Bahia,Paulo Afonso,0.0,MEDICINA,1,15/09/2014,,0.0,,0,158,0,0,0.0,3,0,8,1,0,0,0.0,73,58.0,4.0,73.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,0.0,98.0,3.0,9.0,0.0,3.0,0.0,8.0,0.0,170,0,43,1918.0,20.0,0.0,40.0,3.0,0.0,49,40,170,0,14107,3984,1202588,29.0,2924009.0
229,UNIVERSIDADE DE ARARAQUARA,UNIARA,ASSOCIACAO SAO BENTO DE ENSINO,Privada sem fins lucrativos,Universidade,2018,9780,151,2036,667,0,657735.0,São Paulo,Araraquara,0.0,MEDICINA,0,01/03/2006,,0.0,,578,47,0,0,0.0,42,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,252.0,231.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667,70,154,2035.0,1.0,0.0,150.0,1.0,0.0,156,149,667,70,88,124,87941,35.0,3503208.0
230,CENTRO UNIVERSITÁRIO ATENAS,UniAtenas,CENTRO EDUCACIONAL HYARTE-ML LTDA,Privada com fins lucrativos,Centro Universitário,2018,9552,140,1768,751,0,1038222.0,Minas Gerais,Paracatu,0.0,MEDICINA,0,06/02/2006,,1.0,10.0,673,78,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,479.0,357.0,0.0,0.0,57.0,0.0,0.0,54.0,0.0,0.0,0.0,98.0,15.0,0.0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751,119,160,1768.0,0.0,0.0,140.0,0.0,0.0,169,169,751,119,1675,2579,90059,31.0,3147006.0
231,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS,Pública Federal,Universidade,2018,9345,42,4897,240,0,1006610.0,São Paulo,São Carlos,0.0,MEDICINA,1,01/03/2006,,0.0,,8,226,0,0,0.0,0,0,1,1,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,240,43,39,4897.0,0.0,0.0,42.0,0.0,0.0,43,43,240,43,1302,7,90091,35.0,3548906.0
232,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,FUNDACAO UNIVERSITARIA DO DESENVOLVIMENTO DO OESTE,Privada sem fins lucrativos,Universidade,2018,8200,55,1121,256,0,659387.0,Santa Catarina,Chapecó,0.0,MEDICINA,0,13/02/2006,,0.0,,221,0,0,6,0.0,27,2,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,186.0,98.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,7.0,0.0,22.0,31.0,0.0,22,0.0,1.0,15.0,6.0,0.0,1.0,15.0,5.0,0.0,256,34,53,1106.0,15.0,0.0,45.0,10.0,0.0,53,43,256,34,2012,3151,90847,42.0,4204202.0
233,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,Pública Federal,Universidade,2018,8625,46,6257,160,0,1063723.0,Santa Catarina,Chapecó,0.0,MEDICINA,1,29/07/2015,,1.0,3.36,0,139,0,0,0.0,15,0,0,6,0,0,0.0,134,24.0,6.0,126.0,65.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1.0,28.0,5.0,15.0,1.0,3.0,2.0,5.0,0.0,160,0,51,6107.0,150.0,0.0,40.0,6.0,0.0,51,40,160,0,14750,15121,1193759,42.0,4204202.0
234,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,ASSOCIACAO PRO ENSINO EM SANTA CRUZ DO SUL,Privada sem fins lucrativos,Universidade,2018,8520,87,2311,447,0,1002398.0,Rio Grande do Sul,Santa Cruz do Sul,0.0,MEDICINA,0,19/04/2006,,0.0,,359,42,0,0,0.0,46,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,265.0,126.0,0.0,0.0,74.0,11.0,0.0,36.0,7.0,0.0,0.0,30.0,1.0,0.0,84,0.0,0.0,78.0,8.0,0.0,0.0,13.0,2.0,6.0,447,51,86,2174.0,137.0,0.0,80.0,7.0,0.0,87,80,447,51,210,295,91399,43.0,4316808.0
235,UNIVERSIDADE VILA VELHA,UVV,SOC EDUC DO ESP SANTO UNIDADE DE V VELHA ENSINO SUPERIO,Privada sem fins lucrativos,Universidade,2018,8020,176,10801,891,0,1004951.0,Espírito Santo,Vila Velha,0.0,MEDICINA,0,05/02/2007,,0.0,,827,36,0,7,0.0,13,0,8,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,348.0,343.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,221,13.0,178.0,23.0,28.0,13.0,9.0,0.0,0.0,0.0,891,123,175,10797.0,4.0,0.0,172.0,4.0,0.0,178,172,891,123,436,664,98406,32.0,3205200.0
236,FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL,FACIMED,SOCIEDADE REGIONAL DE EDUCACAO E CULTURA LTDA,Privada com fins lucrativos,Faculdade,2018,7800,85,513,379,0,658870.0,Rondônia,Cacoal,0.0,MEDICINA,0,05/02/2007,,0.0,,348,0,0,0,0.0,31,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,141.0,85.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,32.0,11.0,0.0,48,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379,58,80,513.0,0.0,0.0,85.0,0.0,0.0,85,85,379,58,1262,1917,98409,11.0,1100049.0
237,Centro Universitário Tocantinense Presidente Antônio Carlos,UNITPAC,ITPAC INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS S.A,Privada com fins lucrativos,Centro Universitário,2018,8220,152,1036,689,0,702329.0,Tocantins,Araguaína,0.0,MEDICINA,0,21/12/2006,,0.0,,434,40,0,0,0.0,211,0,2,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689,73,149,964.0,72.0,0.0,80.0,72.0,0.0,152,80,689,73,1336,4849,99476,17.0,1702109.0
238,UNIVERSIDADE ANHEMBI MORUMBI,UAM,ISCP - SOCIEDADE EDUCACIONAL LTDA.,Privada com fins lucrativos,Universidade,2018,8600,85,1168,74,0,1081876.0,São Paulo,Piracicaba,0.0,MEDICINA,0,06/08/2018,,0.0,,1,73,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0,74,1168.0,0.0,0.0,85.0,0.0,0.0,84,84,74,0,321,466,1399477,35.0,3538709.0
239,UNIVERSIDADE ANHEMBI MORUMBI,UAM,ISCP - SOCIEDADE EDUCACIONAL LTDA.,Privada com fins lucrativos,Universidade,2018,8600,112,1422,99,0,1082291.0,São Paulo,São José dos Campos,0.0,MEDICINA,0,,,0.0,,50,49,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,0,99,1421.0,1.0,0.0,111.0,1.0,0.0,103,102,99,0,321,466,1408259,35.0,3549904.0
240,Faculdade de Ciências Médicas de São José dos Campos,,SAO JOSE DOS CAMPOS EDUCACIONAL LTDA,Privada com fins lucrativos,Faculdade,2018,7960,150,1223,233,0,1077831.0,São Paulo,São José dos Campos,0.0,MEDICINA,0,31/07/2017,,0.0,,211,12,0,0,0.0,10,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,233,0,131,1212.0,11.0,0.0,134.0,16.0,0.0,138,127,233,0,15883,17887,1363536,35.0,3549904.0
241,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,UNIVERSIDADE FEDERAL DE OURO PRETO,Pública Federal,Universidade,2018,7242,103,5958,494,0,663.0,Minas Gerais,Ouro Preto,0.0,MEDICINA,1,24/09/2007,,0.0,,0,436,0,0,0.0,58,0,0,0,0,0,0.0,175,93.0,6.0,174.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,138.0,120.0,158.0,23.0,6.0,44.0,29.0,6.0,0.0,494,79,77,4068.0,1890.0,0.0,80.0,23.0,0.0,97,80,494,79,6,6,103596,31.0,3146107.0
242,UNIVERSIDADE DE ITAÚNA,UI,FUNDACAO UNIVERSIDADE DE ITAUNA,Privada sem fins lucrativos,Universidade,2018,8160,100,1510,594,0,658272.0,Minas Gerais,Itaúna,0.0,MEDICINA,0,03/12/2007,,0.0,,563,61,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,179.0,8.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,111.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594,87,109,1510.0,0.0,0.0,100.0,0.0,0.0,109,109,594,87,227,1128,107766,31.0,3133808.0
243,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,UNIPAM,FUNDACAO EDUCACIONAL DE PATOS DE MINAS,Privada sem fins lucrativos,Centro Universitário,2018,7806,90,2300,402,0,659467.0,Minas Gerais,Patos de Minas,0.0,MEDICINA,0,07/02/2008,,0.0,,401,0,0,0,0.0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,260.0,159.0,0.0,0.0,0.0,4.0,0.0,0.0,41.0,0.0,0.0,61.0,39.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,60,74,2000.0,300.0,0.0,60.0,30.0,0.0,86,85,402,60,2128,3371,108014,31.0,3148004.0
244,CENTRO UNIVERSITÁRIO DE ANÁPOLIS,UNIEVANGÉLICA,ASSOCIACAO EDUCATIVA EVANGELICA,Privada sem fins lucrativos,Centro Universitário,2018,8640,166,3920,874,0,657866.0,Goiás,Anápolis,0.0,MEDICINA,0,02/03/2008,,0.0,,697,131,0,0,0.0,19,0,0,27,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,453.0,356.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,14.0,0.0,0.0,0.0,0.0,294,0.0,234.0,76.0,41.0,0.0,0.0,0.0,27.0,0.0,874,98,191,3908.0,12.0,0.0,160.0,6.0,0.0,204,183,874,98,267,384,108884,52.0,5201108.0
245,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS,Pública Federal,Universidade,2018,8715,89,6168,486,4,106597.0,Tocantins,Palmas,1.0,MEDICINA,1,01/08/2007,,0.0,,158,268,0,0,0.0,46,0,4,0,10,0,0.0,199,176.0,5.0,123.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486,75,70,5348.0,820.0,0.0,80.0,9.0,0.0,80,69,486,75,15498,3849,113504,17.0,1721000.0
246,"FACULDADE DE CIÊNCIAS HUMANAS, ECONÔMICAS E DA SAÚDE",FAHESA/ITPAC PALMAS,ITPAC-INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS LTDA,Privada com fins lucrativos,Faculdade,2018,8260,215,1022,259,0,1082010.0,Tocantins,Palmas,1.0,MEDICINA,0,09/08/1999,,0.0,,0,171,0,0,0.0,88,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,9.0,15.0,5.0,0.0,6.0,12.0,5.0,0.0,259,0,201,902.0,120.0,0.0,120.0,95.0,0.0,209,120,259,0,15521,16728,5000812,17.0,1721000.0
